SYMBOL	ENSEMBL	GENENAME	GENETYPE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
834	PRR15	ENSG00000176532	proline rich 15	protein-coding	141.201212863195	1.51193412639813	0.207869365149692	7.27348219546133	3.50336988975448e-13	3.56880694613329e-12
835	PRR18	ENSG00000176381	proline rich 18	protein-coding	4.95963234519907	1.74164687342281	0.444049411796996	3.92219160109827	8.77471693335415e-05	0.00028663050830284
836	PRR4	ENSG00000111215	proline rich 4	protein-coding	301.349448047836	1.60612564747352	0.227563014857881	7.05793798907342	1.68991435876977e-12	1.57443969129739e-11
837	PRR4	ENSG00000263247	proline rich 4	protein-coding	301.349448047836	1.60612564747352	0.227563014857881	7.05793798907342	1.68991435876977e-12	1.57443969129739e-11
838	PRR4	ENSG00000282269	proline rich 4	protein-coding	301.349448047836	1.60612564747352	0.227563014857881	7.05793798907342	1.68991435876977e-12	1.57443969129739e-11
839	PRSS1	ENSG00000204983	serine protease 1	protein-coding	5.65075797147975	2.03817791191506	0.27256111259422	7.47787493423332	7.55340274160968e-14	8.29229358072417e-13
840	PRSS1	ENSG00000274247	serine protease 1	protein-coding	5.65075797147975	2.03817791191506	0.27256111259422	7.47787493423332	7.55340274160968e-14	8.29229358072417e-13
841	PRSS2	ENSG00000275896	serine protease 2	protein-coding	166.654249393171	4.83891319734248	0.318401699864871	15.1975105641587	3.67316759402568e-52	1.29267777290127e-49
842	PRSS2	ENSG00000282049	serine protease 2	protein-coding	166.654249393171	4.83891319734248	0.318401699864871	15.1975105641587	3.67316759402568e-52	1.29267777290127e-49
843	PRSS41	ENSG00000215148	serine protease 41	protein-coding	4.99500130057269	-1.56443166870496	0.265774458131378	-5.8863130780296	3.94905922931053e-09	2.38220739796572e-08
844	PRSS57	ENSG00000185198	serine protease 57	protein-coding	15.690344559114	-1.770391021979	0.170141229011796	-10.4054204396058	2.34219855759812e-25	8.00122481617584e-24
845	PRX	ENSG00000105227	periaxin	protein-coding	1834.30712560535	-2.20099699436627	0.161810250929585	-13.6023334845706	3.87858158191951e-42	6.02860863883023e-40
846	PSCA	ENSG00000167653	prostate stem cell antigen	protein-coding	44.2627154207147	1.63832523805147	0.216402418187562	7.57073442973954	3.71120050237195e-14	4.22854683996588e-13
847	PSG11	ENSG00000243130	pregnancy specific beta-1-glycoprotein 11	protein-coding	7.60962324737149	1.67706280012397	0.405957141756051	4.13113264338569	3.60980202891886e-05	0.000125850518585784
848	PSKH2	ENSG00000147613	protein serine kinase H2	protein-coding	0.518017083107824	-1.54449842554886	0.540770865238351	-2.85610509890931	0.00428873143317748	0.0102149685470089
849	PTGFRN	ENSG00000134247	prostaglandin F2 receptor inhibitor	protein-coding	839.014487465206	1.82214871347242	0.127505354678359	14.2907622826423	2.49859427375198e-46	5.48279769341434e-44
850	PTHLH	ENSG00000087494	parathyroid hormone like hormone	protein-coding	117.264992807059	1.76406282220387	0.153640692424458	11.481742202322	1.62963250766355e-30	8.8876916762984e-29
851	PTPRH	ENSG00000080031	protein tyrosine phosphatase receptor type H	protein-coding	11.7280639069031	1.50497776365781	0.179846166503222	8.3681392432173	5.85351998122987e-17	9.31568726023034e-16
852	PTPRQ	ENSG00000139304	protein tyrosine phosphatase receptor type Q	protein-coding	64.6046241053887	-1.83886544069193	0.168690016892415	-10.9008551576866	1.14179086581679e-27	4.85118069002614e-26
853	PTPRT	ENSG00000196090	protein tyrosine phosphatase receptor type T	protein-coding	96.0149845467653	1.79965178620712	0.23901123874052	7.52956972103264	5.09077978337646e-14	5.72352167085821e-13
854	QRFPR	ENSG00000186867	pyroglutamylated RFamide peptide receptor	protein-coding	3.85184418088126	-1.86168830648961	0.367874485161732	-5.06066167016487	4.17804019756834e-07	1.94919474149686e-06
855	RAB26	ENSG00000167964	RAB26, member RAS oncogene family	protein-coding	80.2089710929259	1.55706247157872	0.117568268532148	13.2439006801649	4.89395354045646e-40	6.71191334092602e-38
856	RAB3C	ENSG00000152932	RAB3C, member RAS oncogene family	protein-coding	71.494998269065	2.1125085210841	0.172402441862628	12.2533561489075	1.6118468915895e-34	1.30147914380638e-32
857	RAD51AP2	ENSG00000214842	RAD51 associated protein 2	protein-coding	2.34778677455822	1.75559876064991	0.188756273818955	9.3008763371425	1.39292821490216e-20	3.15685262021325e-19
858	RAET1E	ENSG00000164520	retinoic acid early transcript 1E	protein-coding	67.3156997527612	1.58507379858831	0.150121531118152	10.558603997589	4.63503472430646e-26	1.70855074461984e-24
859	RAET1E	ENSG00000285991	retinoic acid early transcript 1E	protein-coding	67.3156997527612	1.58507379858831	0.150121531118152	10.558603997589	4.63503472430646e-26	1.70855074461984e-24
860	RASAL1	ENSG00000111344	RAS protein activator like 1	protein-coding	52.0839546227306	1.56788895200507	0.162986154776278	9.61976772908855	6.5979982767005e-22	1.69046516287112e-20
861	RBP2	ENSG00000114113	retinol binding protein 2	protein-coding	410.125041354003	-1.96434354635283	0.177818458697857	-11.0469045831208	2.26904169421322e-28	1.04757835842735e-26
862	RGS9BP	ENSG00000186326	regulator of G protein signaling 9 binding protein	protein-coding	12.3938171889907	-2.26734082231504	0.152349728993602	-14.88247361707	4.28364167652997e-50	1.35421160255317e-47
863	RIBC2	ENSG00000128408	RIB43A domain with coiled-coils 2	protein-coding	241.50559274885	1.71586849705673	0.205519198061818	8.3489450778249	6.88753536696112e-17	1.08593668355502e-15
864	RNASE3	ENSG00000169397	ribonuclease A family member 3	protein-coding	55.215031909007	-2.23411627172982	0.234106502967624	-9.54316195154474	1.38542456679861e-21	3.45005861414256e-20
865	RNF128	ENSG00000133135	ring finger protein 128	protein-coding	45.6549715150092	-1.62591953084863	0.212056319010066	-7.66739486207647	1.75524792742602e-14	2.06946171569849e-13
866	RNF182	ENSG00000180537	ring finger protein 182	protein-coding	91.9085156596648	-1.76660321136524	0.113942780884987	-15.5043013488362	3.24426362950238e-54	1.47590256627996e-51
867	RNF183	ENSG00000165188	ring finger protein 183	protein-coding	33.7467224567541	1.52582782350598	0.180627100513024	8.44739144443032	2.9788362721991e-17	4.88665383896724e-16
868	RNF225	ENSG00000269855	ring finger protein 225	protein-coding	13.3145756066546	2.25469301704127	0.22167746559554	10.1710519424426	2.67009251939177e-24	8.3701791044866e-23
869	ROPN1L	ENSG00000145491	rhophilin associated tail protein 1 like	protein-coding	332.430583068092	1.66937846887283	0.223617252964126	7.4653384152816	8.30857938921618e-14	9.05737128975221e-13
870	RORB	ENSG00000198963	RAR related orphan receptor B	protein-coding	11.0787216254721	1.9254836434866	0.321346716899378	5.99191945094471	2.073786419344e-09	1.30192744172347e-08
871	RS1	ENSG00000102104	retinoschisin 1	protein-coding	96.9946068232258	-1.98305710644876	0.16941735441994	-11.7051592101556	1.19933912938479e-31	7.12422721060033e-30
872	RSPH1	ENSG00000160188	radial spoke head component 1	protein-coding	1270.08510507879	1.87910423349295	0.26001240746766	7.22697909609053	4.93856082448862e-13	4.94439272669682e-12
873	RSPH10B	ENSG00000155026	radial spoke head 10 homolog B	protein-coding	190.184671239876	1.75793967592472	0.228557083626924	7.69146879207742	1.45455415218073e-14	1.74024015692592e-13
874	RSPH10B2	ENSG00000169402	radial spoke head 10 homolog B2	protein-coding	175.706964619723	1.64735080180378	0.23757074657309	6.93414835608542	4.08675603828686e-12	3.63848084134256e-11
875	RSPH14	ENSG00000100218	radial spoke head 14 homolog	protein-coding	221.677931828547	1.74386153603448	0.235940282195489	7.39111405567279	1.4560365179472e-13	1.54394503312969e-12
876	RSPH4A	ENSG00000111834	radial spoke head component 4A	protein-coding	500.661931718857	1.65153409104474	0.217025758890398	7.60985285566401	2.74408152243984e-14	3.18101979841814e-13
877	RSPH9	ENSG00000172426	radial spoke head component 9	protein-coding	58.1845284599653	1.62432053619383	0.203037464265668	8.00010255283954	1.24315629032978e-15	1.68880925908456e-14
878	RTKN2	ENSG00000182010	rhotekin 2	protein-coding	534.850709716296	-2.89091384207639	0.206840586553007	-13.9765308649206	2.16801153206199e-44	4.12630113224696e-42
879	RXFP1	ENSG00000171509	relaxin family peptide receptor 1	protein-coding	64.9995338037876	-1.90187982268668	0.160135971129819	-11.8766558773036	1.56504011508719e-32	1.03514639101441e-30
880	S100A2	ENSG00000196754	S100 calcium binding protein A2	protein-coding	5629.28594023424	3.84495841187813	0.200453080798876	19.1813385783577	5.29982529876036e-82	4.94261707362391e-78
881	SAA2-SAA4	ENSG00000255071	SAA2-SAA4 readthrough	protein-coding	190.421666541868	2.16736985829452	0.322910457930763	6.71198409671586	1.91995624739689e-11	1.57134813191956e-10
882	SALL4	ENSG00000101115	spalt like transcription factor 4	protein-coding	8.74465294864959	1.66424732462873	0.236906386876664	7.02491539620313	2.14195998037108e-12	1.97571371302942e-11
883	SAMD11	ENSG00000187634	sterile alpha motif domain containing 11	protein-coding	501.722194552467	1.6689082454367	0.132940931595127	12.5537577133834	3.79084112874092e-36	3.66356314680185e-34
884	SAMD15	ENSG00000100583	sterile alpha motif domain containing 15	protein-coding	71.070907546098	1.57369595631994	0.172420685914924	9.12707166178676	7.037713371572e-20	1.49848664162741e-18
885	SCAMP5	ENSG00000198794	secretory carrier membrane protein 5	protein-coding	117.200309208601	1.51302714583932	0.123470503021188	12.2541587570894	1.59596894202005e-34	1.29426142202426e-32
886	SCG5	ENSG00000166922	secretogranin V	protein-coding	170.993048034637	2.31912309894509	0.172690356120483	13.4293723809747	4.06844928346317e-41	5.88253612675621e-39
887	SCG5	ENSG00000277614	secretogranin V	protein-coding	170.993048034637	2.31912309894509	0.172690356120483	13.4293723809747	4.06844928346317e-41	5.88253612675621e-39
888	SCG5	ENSG00000281931	secretogranin V	protein-coding	170.993048034637	2.31912309894509	0.172690356120483	13.4293723809747	4.06844928346317e-41	5.88253612675621e-39
889	SCGB3A1	ENSG00000161055	secretoglobin family 3A member 1	protein-coding	314.063930656198	2.41917721292315	0.21732895538354	11.131407725463	8.82309698596292e-29	4.208910613355e-27
890	SEMA5A	ENSG00000112902	semaphorin 5A	protein-coding	14.0432067671082	-2.20169249904735	0.224414190673721	-9.81084347846978	1.01119741903825e-22	2.73345713911614e-21
891	SERPINA4	ENSG00000100665	serpin family A member 4	protein-coding	0.406609143220574	1.82713078598956	0.488259503464384	3.74213051261754	0.000182466702245429	0.000564031973861739
892	SERPINA5	ENSG00000188488	serpin family A member 5	protein-coding	62.0491449476622	1.59558550592223	0.184143133182694	8.66491993670595	4.51830413482298e-18	8.05692244003042e-17
893	SERPINA6	ENSG00000170099	serpin family A member 6	protein-coding	3.8885600955287	1.8318932388487	0.402927000210788	4.54646434190401	5.455460746267e-06	2.17008432159036e-05
894	SERPINA6	ENSG00000277405	serpin family A member 6	protein-coding	3.8885600955287	1.8318932388487	0.402927000210788	4.54646434190401	5.455460746267e-06	2.17008432159036e-05
895	SERPINB11	ENSG00000206072	serpin family B member 11	protein-coding	56.9195312395284	2.19596369648719	0.346685560537697	6.33416544110268	2.38629356083603e-10	1.70598495579585e-09
896	SERPINB13	ENSG00000197641	serpin family B member 13	protein-coding	63.140650414092	3.26578634330143	0.403177626674607	8.10011798084507	5.49059140591052e-16	7.77014498505638e-15
897	SERPINB3	ENSG00000057149	serpin family B member 3	protein-coding	3.91820874702153	1.53215497014846	0.63072421480339	2.4291995363236	0.0151322016809801	0.0316494111186413
898	SERPINB4	ENSG00000206073	serpin family B member 4	protein-coding	89.8596914964726	3.57150131843789	0.400114948339955	8.92618816981409	4.40940178303891e-19	8.63002749813659e-18
899	SERPINB5	ENSG00000206075	serpin family B member 5	protein-coding	9.54607976171449	1.95917617282677	0.280218575741742	6.99159992388372	2.71768954738397e-12	2.46668347629225e-11
900	SERPINB7	ENSG00000166396	serpin family B member 7	protein-coding	17.8823982118846	1.99250522446575	0.323531141870782	6.15861957814729	7.3381765039283e-10	4.90931377873998e-09
901	SGCG	ENSG00000102683	sarcoglycan gamma	protein-coding	175.213730519092	-1.65092961129253	0.151896086545308	-10.8688093870022	1.62305010459466e-27	6.80295068559543e-26
902	SH2D1B	ENSG00000198574	SH2 domain containing 1B	protein-coding	12.4860267589347	-1.90393153664819	0.268480938053939	-7.091496142887	1.32669777523287e-12	1.25917197254931e-11
903	SH3GL3	ENSG00000140600	SH3 domain containing GRB2 like 3, endophilin A3	protein-coding	66.3666041748321	-1.59713293358774	0.167150672517645	-9.55504940262291	1.23524972214132e-21	3.09260104931274e-20
904	SHISA8	ENSG00000234965	shisa family member 8	protein-coding	15.3225119875991	3.02790392097278	0.243396122688702	12.4402307133109	1.58046755345712e-35	1.42386894083115e-33
905	SHISAL2B	ENSG00000145642	shisa like 2B	protein-coding	13.2292168156079	2.71055810640217	0.28623293545487	9.46976315669145	2.80478920913394e-21	6.83855272271454e-20
906	SIX1	ENSG00000126778	SIX homeobox 1	protein-coding	202.513016920919	2.12445534537256	0.210939328868929	10.0714046866653	7.39147815076104e-24	2.2344546267098e-22
907	SLC13A2	ENSG00000007216	solute carrier family 13 member 2	protein-coding	14.8492189560336	-1.81618605993928	0.279795420454314	-6.4911214664996	8.51997497957647e-11	6.47046308302363e-10
908	SLC14A1	ENSG00000141469	solute carrier family 14 member 1 (Kidd blood group)	protein-coding	248.307536195038	-2.34611809192058	0.213038512186058	-11.0126477501476	3.32097878443984e-28	1.49259991053908e-26
909	SLC23A1	ENSG00000170482	solute carrier family 23 member 1	protein-coding	96.3247074807593	1.55276294178604	0.241152930533977	6.43891383922978	1.2033147993701e-10	8.95619618429813e-10
910	SLC28A3	ENSG00000197506	solute carrier family 28 member 3	protein-coding	81.66462882833	1.82518321677237	0.164040088794334	11.1264461643928	9.32807520767111e-29	4.43845047891535e-27
911	SLC2A5	ENSG00000142583	solute carrier family 2 member 5	protein-coding	106.489818370298	2.06267261740322	0.144233336572792	14.3009422538195	2.15866857362251e-46	4.79327217085798e-44
912	SLC38A11	ENSG00000169507	solute carrier family 38 member 11	protein-coding	68.5713977730066	1.73608941264343	0.145855327429869	11.9028179719948	1.14417141795139e-32	7.59469227317767e-31
913	SLC44A4	ENSG00000204385	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
914	SLC44A4	ENSG00000235336	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
915	SLC44A4	ENSG00000232180	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
916	SLC44A4	ENSG00000203463	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
917	SLC44A4	ENSG00000229077	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
918	SLC44A4	ENSG00000228263	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
919	SLC44A4	ENSG00000231479	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
920	SLC44A4	ENSG00000206378	solute carrier family 44 member 4	protein-coding	787.312761664062	1.72489799279493	0.171211467730464	10.074663897575	7.15048451295292e-24	2.165110992461e-22
921	SLC4A11	ENSG00000088836	solute carrier family 4 member 11	protein-coding	271.233850516621	2.43116971116631	0.153400589677061	15.8485030356429	1.43969624734456e-56	8.39162950170959e-54
922	SLC52A1	ENSG00000132517	solute carrier family 52 member 1	protein-coding	38.8255346400126	1.91935498394162	0.215745717918558	8.89637580045115	5.76999683643919e-19	1.11873161115659e-17
923	SLC5A5	ENSG00000105641	solute carrier family 5 member 5	protein-coding	5.04528000410322	3.43979008438276	0.519309203430434	6.62378032520958	3.50126980335455e-11	2.77071210743187e-10
924	SLC5A9	ENSG00000117834	solute carrier family 5 member 9	protein-coding	280.074255037768	-1.6146917070579	0.136318617989109	-11.8449829588715	2.28464790859845e-32	1.48478232721876e-30
925	SLC6A2	ENSG00000103546	solute carrier family 6 member 2	protein-coding	7.86027998564761	1.6753194146289	0.219257081044875	7.64089080564754	2.15723959407561e-14	2.52426806202624e-13
926	SLC6A4	ENSG00000108576	solute carrier family 6 member 4	protein-coding	2442.86094142595	-2.63781308042661	0.283176829051832	-9.31507386836296	1.21867709324267e-20	2.78563298323066e-19
927	SLCO1A2	ENSG00000084453	solute carrier organic anion transporter family member 1A2	protein-coding	58.4105499140294	-3.79849275966328	0.219799865617517	-17.2815972793778	6.47303208466782e-67	1.09759085857477e-63
928	SLCO1B3	ENSG00000111700	solute carrier organic anion transporter family member 1B3	protein-coding	7.54245656028575	3.05035041555492	0.267774513902622	11.3914889475412	4.61043242979942e-30	2.4360845801875e-28
929	SLN	ENSG00000170290	sarcolipin	protein-coding	25.0399141899472	2.57362186808791	0.334889464291494	7.68498905611369	1.53010072877055e-14	1.82127879981036e-13
930	SMIM31	ENSG00000248771	small integral membrane protein 31	protein-coding	75.9157443803674	2.5279092846537	0.220386952167031	11.4703219033484	1.85966213978656e-30	1.00832611137497e-28
931	SMOC1	ENSG00000198732	SPARC related modular calcium binding 1	protein-coding	79.144265534359	1.51452867855316	0.124196284744137	12.1946375583885	3.31977776395351e-34	2.55869813443226e-32
932	SMPX	ENSG00000091482	small muscle protein X-linked	protein-coding	1.71225145994058	1.84135593062973	0.721175374755642	2.55327066769806	0.0106716529845456	0.0231892155765963
933	SMR3A	ENSG00000109208	submaxillary gland androgen regulated protein 3A	protein-coding	1.25786789516963	2.90285314283888	0.720976682190934	4.02627881669844	5.66664922286673e-05	0.000190887378192
934	SNAP25	ENSG00000132639	synaptosome associated protein 25	protein-coding	167.513893429801	1.79947099322387	0.135144686740997	13.3151442103864	1.89007152732622e-40	2.65064767877358e-38
935	SNTN	ENSG00000188817	sentan, cilia apical structure protein	protein-coding	2061.25077058342	1.80961993976766	0.262167960964178	6.90252131920471	5.10875520731809e-12	4.50963095725968e-11
936	SNX22	ENSG00000157734	sorting nexin 22	protein-coding	154.0253456887	-1.88082508039912	0.166368394646839	-11.3051826002869	1.23696578716215e-29	6.2356448276077e-28
937	SNX31	ENSG00000174226	sorting nexin 31	protein-coding	11.5177205430483	1.57109356430148	0.243949635971513	6.44023737950952	1.19286789509252e-10	8.88908189343414e-10
938	SOSTDC1	ENSG00000171243	sclerostin domain containing 1	protein-coding	9.40137386143476	-1.55506972548235	0.198270561349487	-7.84317003441203	4.39312486164268e-15	5.60095766741533e-14
939	SOWAHA	ENSG00000198944	sosondowah ankyrin repeat domain family member A	protein-coding	12.0634688370599	1.61166094196401	0.201562607153754	7.99583298074043	1.28700749893817e-15	1.74583737237779e-14
940	SP6	ENSG00000189120	Sp6 transcription factor	protein-coding	103.154505047746	-1.71127583674746	0.195714083995513	-8.74375416327571	2.25489809373671e-18	4.13553188243629e-17
941	SPAG17	ENSG00000155761	sperm associated antigen 17	protein-coding	666.767106304522	1.81781067458653	0.242304992978852	7.50215937459115	6.27749797539226e-14	6.98615108812748e-13
942	SPAG4	ENSG00000061656	sperm associated antigen 4	protein-coding	705.480341632227	1.73234132901962	0.126707940837519	13.6719239344363	1.49392372258644e-42	2.40212631669675e-40
943	SPAG6	ENSG00000077327	sperm associated antigen 6	protein-coding	368.436878830314	1.66781444371583	0.253753290210805	6.5725825360936	4.94499596841702e-11	3.85110917757471e-10
944	SPATA17	ENSG00000162814	spermatogenesis associated 17	protein-coding	331.578552174892	1.64326097813425	0.19662691857778	8.35725337110555	6.41953274202232e-17	1.0155820585598e-15
945	SPATA4	ENSG00000150628	spermatogenesis associated 4	protein-coding	134.393714534786	1.75237373781704	0.241629472423093	7.25231785776794	4.09699006108185e-13	4.1463406738632e-12
946	SPATS1	ENSG00000249481	spermatogenesis associated serine rich 1	protein-coding	119.529429439093	1.92968196753959	0.329094747741728	5.86360609150165	4.52921229868723e-09	2.7111318291115e-08
947	SPDEF	ENSG00000124664	SAM pointed domain containing ETS transcription factor	protein-coding	14.0260810341745	1.64773973894061	0.26573548319888	6.20067639859529	5.62210062892093e-10	3.82016105393928e-09
948	SPEF1	ENSG00000101222	sperm flagellar 1	protein-coding	456.211761831082	1.68322016131094	0.24228077972735	6.94739451971861	3.7209407539463e-12	3.32389784207885e-11
949	SPIB	ENSG00000269404	Spi-B transcription factor	protein-coding	100.707553005539	1.72815819103698	0.179323212250706	9.63711373082532	5.57329669258635e-22	1.4437934709739e-20
950	SPINK4	ENSG00000122711	serine peptidase inhibitor Kazal type 4	protein-coding	1.34348795234515	1.7205270176467	0.755726049803755	2.27665437507875	0.0228068730690994	0.0456823235056747
951	SPINT3	ENSG00000101446	serine peptidase inhibitor, Kunitz type 3	protein-coding	1.6181797189708	-2.30261582961731	0.663517498048537	-3.47031666292073	0.000519845096620773	0.00149286385560749
952	SPOCK3	ENSG00000196104	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	protein-coding	32.1273429079629	1.55350736334247	0.213141998054201	7.28860279778095	3.13185884695754e-13	3.21317003374323e-12
953	SPP1	ENSG00000118785	secreted phosphoprotein 1	protein-coding	2078.66267227449	2.22781827209968	0.284466346499904	7.83157058650671	4.81812715926078e-15	6.12595145020668e-14
954	SPRR1A	ENSG00000169474	small proline rich protein 1A	protein-coding	128.265871498469	6.61471720378741	0.439116021074709	15.063711835424	2.80581261231362e-51	9.34536015087029e-49
955	SPRR2B	ENSG00000196805	small proline rich protein 2B	protein-coding	1.46095023768641	2.59349261041351	0.873904389221381	2.96770750027268	0.00300029694347079	0.00738473721161484
956	SPRR3	ENSG00000163209	small proline rich protein 3	protein-coding	0.707105190693206	2.58652175321824	1.03871478449794	2.49011739490012	0.0127700907078187	0.0272307913435732
957	SPTBN2	ENSG00000173898	spectrin beta, non-erythrocytic 2	protein-coding	318.090675547546	1.56714669945089	0.106272480239135	14.7464959500755	3.24058688237726e-49	9.29898869693855e-47
958	SSTR2	ENSG00000180616	somatostatin receptor 2	protein-coding	2.2223993856698	1.62564264054037	0.642093408422193	2.53178528110893	0.0113483460436489	0.0245385289133015
959	SSTR5	ENSG00000162009	somatostatin receptor 5	protein-coding	0.685814569317849	2.52066176765874	0.416338593052936	6.05435530051437	1.40981134301323e-09	9.02395373022742e-09
960	ST6GALNAC1	ENSG00000070526	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	protein-coding	472.11707725913	1.59578430008326	0.147614027225731	10.8105193664487	3.06927396612791e-27	1.25269361085816e-25
961	ST8SIA2	ENSG00000140557	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	protein-coding	1.45799397300726	2.0585448881773	0.414528278566938	4.96599386486701	6.83501155193418e-07	3.10337476793273e-06
962	ST8SIA6	ENSG00000148488	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	protein-coding	156.431636808975	-1.59302077318448	0.141404293729372	-11.2657171233662	1.93767973931155e-29	9.66353007958264e-28
963	STAP1	ENSG00000035720	signal transducing adaptor family member 1	protein-coding	45.087293475473	1.72588807445286	0.165813998600613	10.4085788233713	2.26578804106539e-25	7.76865414374113e-24
964	STEAP1	ENSG00000164647	STEAP family member 1	protein-coding	142.631229449774	1.87337811349398	0.158704434432738	11.8041951391595	3.71326995272936e-32	2.33986186345635e-30
965	STMND1	ENSG00000230873	stathmin domain containing 1	protein-coding	439.600316861221	1.73093104220164	0.237199848279294	7.29735307487861	2.93483926540156e-13	3.01767486098511e-12
966	STOML3	ENSG00000133115	stomatin like 3	protein-coding	318.645875466374	1.70735944383972	0.280017835463289	6.09732391158191	1.07858826747933e-09	7.01947954118091e-09
967	STOX1	ENSG00000165730	storkhead box 1	protein-coding	88.7898342205638	1.68720131725386	0.239368942415114	7.04853896345463	1.80806125318239e-12	1.6794800046991e-11
968	STRA6	ENSG00000137868	signaling receptor and transporter of retinol STRA6	protein-coding	116.500917268553	3.02824894850613	0.191619780387252	15.8034256295787	2.94659890194466e-56	1.57028464911634e-53
969	STRA6	ENSG00000288257	signaling receptor and transporter of retinol STRA6	protein-coding	116.500917268553	3.02824894850613	0.191619780387252	15.8034256295787	2.94659890194466e-56	1.57028464911634e-53
970	STXBP6	ENSG00000168952	syntaxin binding protein 6	protein-coding	925.997837324802	-1.81579226858884	0.137050207419385	-13.2491026666772	4.56630341089457e-40	6.30894009037078e-38
971	SUGCT	ENSG00000175600	succinyl-CoA:glutarate-CoA transferase	protein-coding	186.730459430667	1.97696496786543	0.115473727902448	17.1204741007025	1.04421442061758e-65	1.62305728111326e-62
972	SULF1	ENSG00000137573	sulfatase 1	protein-coding	1104.16963060383	1.94117332986761	0.12119004404475	16.0175973626251	9.62999830392231e-58	5.98729094549197e-55
973	SYCE3	ENSG00000217442	synaptonemal complex central element protein 3	protein-coding	4.73146423084771	1.65266941487036	0.673534763125544	2.45372548730986	0.0141384866912834	0.029848449775418
974	SYN2	ENSG00000157152	synapsin II	protein-coding	55.93396492407	-1.55225048225764	0.134844828095086	-11.5113831519224	1.1560914409743e-30	6.39864022464471e-29
975	SYNDIG1	ENSG00000101463	synapse differentiation inducing 1	protein-coding	1.59524843497023	1.6822560248442	0.628453034914701	2.67682059180847	0.00743244216817562	0.0167548841335281
976	SYT12	ENSG00000173227	synaptotagmin 12	protein-coding	29.1549805427972	2.60314970851025	0.153532392606578	16.9550520532871	1.76604901238269e-64	2.19602307859746e-61
977	SYT16	ENSG00000139973	synaptotagmin 16	protein-coding	5.65612896936802	1.86460057873361	0.146641253313762	12.7153889959192	4.85686546338129e-37	5.14717355812431e-35
978	SYT8	ENSG00000149043	synaptotagmin 8	protein-coding	1372.92728069762	2.25265243776103	0.181936146759558	12.3815551658246	3.2890702644943e-35	2.86671675576391e-33
979	SYT8	ENSG00000288149	synaptotagmin 8	protein-coding	1372.92728069762	2.25265243776103	0.181936146759558	12.3815551658246	3.2890702644943e-35	2.86671675576391e-33
980	TAS2R1	ENSG00000169777	taste 2 receptor member 1	protein-coding	0.750451994279553	2.15117616500916	0.58530780446114	3.67529041747467	0.000237579005208535	0.000721949104781622
981	TAS2R40	ENSG00000221937	taste 2 receptor member 40	protein-coding	3.55599096267714	-1.85196017086504	0.356120466457713	-5.20037556191663	1.98886239151895e-07	9.66300112701523e-07
982	TCERG1L	ENSG00000176769	transcription elongation regulator 1 like	protein-coding	4.20692632161059	1.6715337888111	0.201802194376026	8.2830307865556	1.20079363124413e-16	1.84490962190819e-15
983	TCP11X2	ENSG00000215029	t-complex 11 family, X-linked 2	protein-coding	6.74980467694678	1.58939296392478	0.366061787256548	4.3418707421949	1.41274642555233e-05	5.24911281462192e-05
984	TDO2	ENSG00000151790	tryptophan 2,3-dioxygenase	protein-coding	70.2515680994437	2.03069368774127	0.237058339163417	8.56621916321368	1.06938262622358e-17	1.82824241469498e-16
985	TDO2	ENSG00000262635	tryptophan 2,3-dioxygenase	protein-coding	70.2515680994437	2.03069368774127	0.237058339163417	8.56621916321368	1.06938262622358e-17	1.82824241469498e-16
986	TEKT1	ENSG00000167858	tektin 1	protein-coding	651.83036348261	1.75987651458853	0.242994075802995	7.2424667505694	4.40596477355794e-13	4.43976525966519e-12
987	TEX11	ENSG00000120498	testis expressed 11	protein-coding	2.3324837830306	2.08149388528426	0.229315385485297	9.0769918506742	1.11616963868499e-19	2.32612246935782e-18
988	TEX26	ENSG00000175664	testis expressed 26	protein-coding	15.5447412660096	2.33694309375055	0.311849116548911	7.49382624396185	6.68942690893273e-14	7.41802560674276e-13
989	TFAP2A	ENSG00000137203	transcription factor AP-2 alpha	protein-coding	68.8586579941198	2.59692150347285	0.209882165289383	12.37323571487	3.64822851751345e-35	3.15031288466022e-33
